iter	RMSE
599	0.05057015258
600	0.0505250751
601	0.05030903455
602	0.05009341739
603	0.04985533804
604	0.04967867631
605	0.04945087394
606	0.04915074014
607	0.04899961108
608	0.0486459177
609	0.04848898253
610	0.04842621561
611	0.04838281997
612	0.04826134462
613	0.04789103297
614	0.04780427279
615	0.04758295602
616	0.04744886541
617	0.04714622114
618	0.04687863435
619	0.04662745025
620	0.04649753805
621	0.04646307192
622	0.04642361796
623	0.04620371987
624	0.04593279741
625	0.04584171292
626	0.04580870739
627	0.04570363364
628	0.04566925107
629	0.04556295397
630	0.04535068278
631	0.04529916306
632	0.04512506424
633	0.04483812323
634	0.04457809297
635	0.04430653567
636	0.04404020155
637	0.04383855194
638	0.04358859518
639	0.04355469373
640	0.04352808057
641	0.04332313434
642	0.04305850716
643	0.04295560795
644	0.04279374224
645	0.04276963794
646	0.04261729093
647	0.04242987215
648	0.04214854019
649	0.04208090461
650	0.04183162202
651	0.04164453024
652	0.04146653037
653	0.04132086844
654	0.04113383383
655	0.04096574885
656	0.04077907905
657	0.04064184755
658	0.04044384965
659	0.04025836894
660	0.04015995541
661	0.0400521912
662	0.04001893964
663	0.0397708727
664	0.03955232191
665	0.03935253122
666	0.03925708679
667	0.03907230179
668	0.03900289381
669	0.03895288145
670	0.03882542023
671	0.03859609345
672	0.03853737541
673	0.03835155305
674	0.03824888892
675	0.03821941028
676	0.03797733001
677	0.03778272147
678	0.0376066942
679	0.03739241412
680	0.03736011308
681	0.0373283282
682	0.03716436405
683	0.03699483379
684	0.03678422127
685	0.03657313579
686	0.0363442203
687	0.03612365497
688	0.03608275478
689	0.03592861873
690	0.03575981935
691	0.03557807268
692	0.0353507207
693	0.035198262
694	0.03508538933
695	0.03504983888
696	0.03502703285
697	0.03486910179
698	0.03483635721
699	0.03467797883
700	0.03448223101
701	0.0344458814
702	0.03439137332
703	0.03429991304
704	0.03423457953
705	0.03420866364
706	0.03405291345
707	0.03398916843
708	0.03381784613
709	0.03379246818
710	0.03363279827
711	0.03356725997
712	0.03349174662
713	0.03337277469
714	0.03322920132
715	0.03308372791
716	0.03303135061
717	0.03292160221
718	0.03270666812
719	0.03261458854
720	0.03246197781
721	0.03225810303
722	0.03210943145
723	0.03208852916
724	0.0320596167
725	0.03198676304
726	0.03188700465
727	0.03167239858
728	0.03150656469
729	0.03126148109
730	0.03115695715
731	0.03097457846
732	0.03089254722
733	0.03074842255
734	0.03070245073
735	0.03057620289
736	0.03042189053
737	0.03034115914
738	0.03020740981
739	0.03017257026
740	0.03005554132
741	0.0300302123
742	0.02987318901
743	0.02984338879
744	0.02981828691
745	0.02966882553
746	0.02953190573
747	0.02937770865
748	0.02921051074
749	0.02903024248
750	0.02900470235
751	0.02886099093
752	0.02873773929
753	0.02871484184
754	0.02866294333
755	0.02851312876
756	0.02849308988
757	0.028352469
758	0.02832815461
759	0.02830481713
760	0.02827699664
761	0.02811007692
762	0.02794965101
763	0.02792835425
764	0.027903284
765	0.02781427113
766	0.02770407226
767	0.02760532114
768	0.02749307178
769	0.02732945431
770	0.02722039311
771	0.02708484215
772	0.02691869319
773	0.0268601268
774	0.0268439681
775	0.02679178297
776	0.02666010663
777	0.02663587193
778	0.02652563206
779	0.02641807008
780	0.02639436975
781	0.0262521945
782	0.02622520927
783	0.02609099555
784	0.0259476423
785	0.02590641007
786	0.02585162852
787	0.0257933569
788	0.02570005419
789	0.02565968786
790	0.0255496587
791	0.02535100351
792	0.02524002529
793	0.02515913355
794	0.02510461323
795	0.02508368389
796	0.02506076731
797	0.02493450392
798	0.02479951742
799	0.02465443766
800	0.02449937176
801	0.02438897197
802	0.02435035095
803	0.024314186
804	0.02426015018
805	0.02421208671
806	0.02409415347
807	0.02397684475
808	0.02385581931
809	0.02370755869
810	0.02369016988
811	0.02356236742
812	0.02351623782
813	0.02339724458
814	0.02337468244
815	0.02329341967
816	0.02315651706
817	0.02312012385
818	0.02310485777
819	0.02309169619
820	0.02300477285
821	0.02296021934
822	0.02289182487
823	0.02282609077
824	0.0227520231
825	0.02271321288
826	0.02259837836
827	0.02246401039
828	0.02244975792
829	0.02234445468
830	0.02232124007
831	0.02224448158
832	0.02222706748
833	0.02214315917
834	0.02212558119
835	0.02205492253
836	0.02202961021
837	0.0220063285
838	0.02188279704
839	0.02181835292
840	0.02169694948
841	0.02163988939
842	0.02153921943
843	0.02144615875
844	0.0214248986
845	0.02131813179
846	0.0213044036
847	0.02124651346
848	0.02122972952
849	0.02110079257
850	0.02108735742
851	0.02101454027
852	0.02092877325
853	0.02086139014
854	0.02078601877
855	0.02067170786
856	0.02055975434
857	0.02049680338
858	0.0204312769
859	0.02037590186
860	0.02031443608
861	0.02018881717
862	0.02006209464
863	0.01999316757
864	0.01986740157
865	0.01975120315
866	0.01969646737
867	0.01958909176
868	0.019575368
869	0.01948557268
870	0.01947551757
871	0.01938777662
872	0.01932176453
873	0.01930059081
874	0.01928124258
875	0.01926993297
876	0.01917876841
877	0.01904672795
878	0.01903050021
879	0.01894644836
880	0.01887293939
881	0.018824959
882	0.0187965374
883	0.0187799492
884	0.01873663517
885	0.01871022286
886	0.01866016227
887	0.01852668489
888	0.01844299987
889	0.01832566712
890	0.01831256741
891	0.01822393476
892	0.0181484057
893	0.01808742464
894	0.01806963474
895	0.01805621638
896	0.01802441317
897	0.01791964712
898	0.01787414856
899	0.01786300627
900	0.01785186862
901	0.01781562076
902	0.0177349616
903	0.01771874035
904	0.0177038361
905	0.01769202944
906	0.01768310045
907	0.01756804365
908	0.01755731338
909	0.01745534015
910	0.01740467617
911	0.01731664624
912	0.01730615994
913	0.01729832838
914	0.01722598034
915	0.01719682547
916	0.01718134025
917	0.01712530702
918	0.01708479454
919	0.01705492105
920	0.0170369734
921	0.01697169031
922	0.01693747991
923	0.01684644437
924	0.01670618062
925	0.01661129875
926	0.01649588652
927	0.01646386091
928	0.0164394714
929	0.01634412997
930	0.01632472225
931	0.01628324704
932	0.01616086955
933	0.01607760222
934	0.01603087334
935	0.01597792208
936	0.01594275679
937	0.01589492689
938	0.01586325437
939	0.01580344381
940	0.01573288987
941	0.01568062573
942	0.01566759957
943	0.01565686884
944	0.0155806317
945	0.01551385497
946	0.01544075142
947	0.01540512257
948	0.01539360596
949	0.01537763393
950	0.01530488759
951	0.01525834898
952	0.01524503135
953	0.01519638312
954	0.01517442874
955	0.01508864389
956	0.01504783592
957	0.01502936364
958	0.01493410728
959	0.01489153732
960	0.01486773699
961	0.01480312579
962	0.01478390076
963	0.01475861688
964	0.01472309524
965	0.0147158241
966	0.01463458141
967	0.01461660519
968	0.01456204774
969	0.01445782544
970	0.01438277053
971	0.01434996354
972	0.01428224135
973	0.0142701655
974	0.01420929643
975	0.0141720844
976	0.01411206747
977	0.01408460438
978	0.01402046263
979	0.01397679768
980	0.01393741599
981	0.01388251895
982	0.01383404003
983	0.01373620706
984	0.01367298075
985	0.01366172388
986	0.01364433834
987	0.01359819451
988	0.01354574758
989	0.01351794588
990	0.01347717799
991	0.01340658736
992	0.01333783768
993	0.01325044558
994	0.01324063712
995	0.01318430595
996	0.01316961311
997	0.01315963469
998	0.01306636301
999	0.01300066863
